key,n,m,mmsp_lb,mmsp_time,mmsp_lp,lp_pc,lp_pc_time,bigm_lp,bigm_lp_time,best_lb,simple_lb
CL04_060_02_m3_makespan,60,3,60.73333333333333,0.0040061473846435,60.73333333333333,60.73333333333337,0.5270018577575684,11.666666666666668,0.4806873798370361,60.73333333333337,60.73333333333333
CL04_100_01_m2_makespan,100,2,130.56,0.0160062313079834,130.55909090909094,130.55909090909088,0.6238689422607422,17.5,0.9711153507232666,130.56,130.5590909090909
CL04_100_01_m3_makespan,100,3,95.74333333333334,0.0035078525543212,95.74333333333334,95.74333333333334,0.8416752815246582,11.666666666666668,1.3757827281951904,95.74333333333334,95.74333333333334
CL04_100_02_m2_makespan,100,2,151.09166666666667,0.0020091533660888,151.0909090909091,151.0909090909091,0.6713480949401855,17.5,0.9859127998352052,151.09166666666667,151.0909090909091
CL04_100_02_m3_makespan,100,3,110.79999999999998,0.0039997100830078,110.8,110.79999999999998,0.9602301120758056,11.666666666666668,1.4022700786590576,110.8,110.8
CL05_020_01_m2_makespan,20,2,244.13666666666668,0.0030004978179931,244.13636363636363,258.6363636363636,0.0317909717559814,47.0,0.029503583908081,258.6363636363636,244.13636363636363
CL05_020_01_m3_makespan,20,3,179.03333333333336,0.0025081634521484,179.03333333333336,189.66666666666663,0.0343754291534423,33.5,0.039764404296875,189.66666666666663,179.03333333333333
CL05_020_02_m2_makespan,20,2,147.1233333333333,0.0030064582824707,147.12272727272727,155.2727272727273,0.0875873565673828,45.5,0.036860704421997,155.2727272727273,147.12272727272727
CL05_020_02_m3_makespan,20,3,107.89,0.0060474872589111,107.89,113.86666666666665,0.1026897430419921,35.5,0.0392487049102783,113.86666666666665,107.89
CL05_060_01_m2_makespan,60,2,775.73,0.0023140907287597,775.7272727272727,798.9999999999997,0.4075098037719726,48.5,0.3170063495635986,798.9999999999997,775.7272727272727
CL05_060_01_m3_makespan,60,3,568.8666666666668,0.0035059452056884,568.8666666666668,579.1282051282051,0.4839987754821777,48.5,0.40523362159729,579.1282051282051,568.8666666666667
